balance,monthly_income,age,savings_goal,last_month_spending,num_transactions,avg_transaction,next_month_spending,spending_category
60112.11362125151,45818.35369396776,37,17098.103410377953,9567.544244101447,47,1813.1105541578386,36316.16497909554,0
94253.92967447029,32031.483602020206,18,33279.532133854955,24789.698866270985,11,3022.097837734202,14368.395301800414,0
72642.68170074758,49495.67280448621,25,26684.036567357747,20478.82967818457,45,1443.6431567083202,19370.954403339332,2
61305.50530804285,23852.536224508047,40,21276.96146868113,32902.38754025669,5,230.38099378065223,36450.891869913954,0
18745.88443936917,54918.28411486393,20,47714.38820917305,30348.139166418223,18,3702.6197386978206,36368.98507650526,1
65350.650402925276,36139.60426610586,21,33447.17746339059,29164.200266887518,36,3165.6845734131202,28999.946908863833,1
99104.8465093837,67853.54603823129,42,10847.361752057355,16919.06924179639,10,2945.70439537273,35064.319149277704,1
22607.561371287164,38621.71753541443,64,30204.126384952797,33173.730563973906,43,3734.2522320599332,8107.064343468143,2
56649.668712736304,47313.20894490807,55,40132.93339404054,6833.695345820142,14,3408.6311040539836,35274.82416727217,0
88963.57647351599,20697.23239448604,32,36882.036387175875,10586.871550125852,11,1108.8217420737737,16221.696729257937,2
76669.1755978784,24346.813267673533,38,12744.015318286672,16746.814554226912,30,1827.1571300224207,11241.602934987572,0
72731.41668957411,43549.61338440109,52,48758.89995680465,7688.260437424845,38,717.9396942252625,13377.944271971623,2
73223.56755883983,48796.33008302741,63,25196.614058597268,13224.799713714207,34,736.299365747617,19628.897780486048,2
42354.203609777964,56001.23288715822,31,12156.125168311759,34055.28440492714,40,3413.3591571470424,13791.720161156352,0
36423.265983804406,37499.754722558195,53,13108.808935766658,38188.80382265278,25,4307.140524214241,16219.865510577467,2
82842.50399306623,61698.91316759255,29,9420.574648508622,15661.082452096667,21,4817.389660919581,9724.247012507472,0
82910.20552112626,71607.34383135228,34,41158.31487957204,14258.053139609337,37,3178.9008759922776,15366.186794564948,1
88036.50867220933,66791.05933360099,56,10491.37224448319,14796.242828624941,14,1002.0964844686891,25029.93350897004,1
92191.64973008241,22377.129520901428,26,10630.63657137861,14720.168057279534,46,617.6866926997604,20464.879783187236,1
56020.815897484405,48830.41683546973,52,43271.22266423769,6257.556376509055,16,4082.969760530113,17135.15664325689,2
55136.466521847964,26295.81070509049,30,20507.183800140185,37442.07212158878,20,2935.9067341639966,31125.82450999899,1
81846.56610700977,34522.70095175165,32,6388.60569386326,12479.434954961494,45,3129.596602967227,36272.84899876613,0
68496.75376999886,79199.75559602879,35,7335.28847832849,19700.142592849174,36,3929.1642348980754,31487.622801583897,1
73177.0189531933,28549.732574090795,50,11397.6701016753,5339.040895933871,19,3546.058415889013,16620.024574118772,1
81621.3402492491,49933.28920708137,23,14602.70065890603,35028.428182027,31,4188.845438994874,31055.47587431438,2
90100.48076358097,57089.34405908715,44,34931.57874072824,30590.507055922102,32,375.4481367534045,10319.306386591792,0
40419.56411663823,62147.898232646236,40,12079.682600082271,38136.461231079615,21,3762.8511200578737,9561.129583195183,2
43802.46573759496,53578.92100921485,44,10349.347602968239,32356.541771873966,6,4269.178510878268,17096.946296265563,2
18458.37458567821,20586.25084515102,51,39412.36136643256,15979.727921822283,40,1502.0617080457403,33269.582916542,0
62045.21268965566,39587.67849463951,63,35197.48777369615,13675.567555494827,11,3238.1916425669388,13622.188653480565,2
13234.804641706787,51062.69860308268,55,24589.58996548563,29420.070764365253,17,1639.3941128011634,7213.8693114537855,0
51903.82163192141,25271.989948690003,31,29718.939716604677,17743.94712536748,19,4794.058225764024,9609.833732222429,1
58838.01712368189,41037.61587255084,53,19039.280914688832,24817.52555134158,29,263.7755049339684,35056.07389853531,0
35788.712691545596,21992.186527481994,25,26712.51891059123,5219.011485926458,27,2940.9849347814798,27182.414966155065,0
63174.99345121097,24714.709829301246,52,27800.26920422356,7165.999558816633,26,915.8673805426239,13862.040717949183,0
12745.02249451445,43815.396572095764,36,22425.677203014315,23737.877941357794,30,3589.8790053680773,24435.353886486348,2
13361.336987429298,27962.94524258362,47,45795.74948024732,24812.50762568578,37,961.8623887514442,23465.286784887263,0
84034.05045936925,54052.45089569349,31,5722.783924145277,31300.853056077027,15,1253.377983301952,27940.259245423145,0
42417.15772701366,61367.898148235945,37,40197.706839106075,9618.78618683866,14,2522.4169741242144,13161.564404756571,0
21435.44613866963,68035.20194654497,42,10597.227405859594,22961.407931487258,29,4582.691254984703,35254.10455180392,1
57001.893404932394,32009.014654688606,57,40889.63122417397,11805.667555109101,41,1137.400423525057,15827.89967280045,0
79299.41977887497,30048.954935544185,41,32716.036205452456,8261.864184694314,47,806.7761034787072,29294.607889168292,2
29423.892474715885,26274.070420064014,31,42947.51409213811,19367.35279211941,42,3818.98647608475,5564.362623027521,0
66060.14282371002,58185.8149726182,43,9388.144653840385,10716.782683117002,45,2553.0357084362618,18042.999546295156,0
17681.27184943912,62388.54358921407,55,30154.12853448983,12762.36923673115,49,4567.7470506706795,17309.84362855829,1
14651.354905174692,21895.16868953852,40,27548.95461179887,16114.41029543256,28,818.4113300832272,24021.955000405505,0
57821.91684113332,76172.73477462138,39,36778.693233351136,14078.594026011868,44,3265.0466758128928,7545.769162201877,2
58657.160944909585,23118.277019088346,36,29043.07483521541,8065.695409208124,37,1241.1078161438936,32654.59808041379,0
67368.69113483859,52477.78011806423,63,29333.05552098969,8147.06857008958,21,868.1261003930326,12622.328061864899,2
75348.22003503953,62543.631167054984,20,24331.81746092291,11763.729533195885,28,3448.8041342706256,28696.323520870355,1
97826.68715162811,72258.14742476513,59,18897.54908033034,6769.571578583864,41,3009.054637552793,33112.42431354326,0
56467.03134710758,62845.21592794567,36,26701.89625634865,26925.99568869245,6,3798.654545975423,24665.69346845296,1
39066.08256471214,68103.68498418751,26,10332.156144578026,15056.435077811568,36,1616.3666245862935,30930.91223526949,0
81566.75752918333,40367.011552568365,45,48268.100254238816,14791.108871917486,28,2295.061116272731,28165.110927525195,2
34374.90261358668,68889.50682479073,37,37148.48436319693,16619.94029832178,13,2086.8112140190506,17443.542900320266,1
49507.42786350725,24806.890783080507,62,47861.02025095311,28197.869597340257,8,4922.038373435919,33310.04886617478,0
17061.074320803935,73688.99936363165,24,15202.732204848346,35472.18585192217,21,1532.0198880230007,15314.54794599348,2
12281.566907391176,52855.54256922418,31,44570.34590794376,31568.042639447343,21,1544.6044678991577,24992.4521213031,1
96638.35732101326,69037.86619774962,26,41395.54930535923,30463.523057878323,34,1837.2862232601763,31088.920869953883,0
85238.21084609852,47139.097071098004,36,35471.85856059531,21953.691496029725,44,2866.5109983225752,18263.456843437765,1
72637.67854843283,58614.6617117915,64,33126.31337383426,29283.19449385941,15,1336.3814468923517,15596.866266609877,0
46805.76499728429,51584.1596561668,31,19244.73493705415,24346.68288117541,25,4584.920707858442,21077.110356048797,2
25596.488806376117,63895.37130531991,55,41738.48532342638,12568.768486528512,25,1401.8592678446912,33628.722302220376,2
24079.333840397747,24897.798921835376,53,27568.19576658802,12300.592870936776,22,4489.497084644954,37547.26171009827,1
32521.86083481358,23621.125039433828,57,8190.120915107842,15373.72024063492,33,607.0278118682647,24077.919450096157,1
59430.39982355084,34826.19404060879,34,19078.84223848085,36878.09348394346,28,3317.157241758296,28151.317186327815,0
74313.63304300561,29572.6808067913,47,47088.369434539745,24159.519413290407,14,4544.229040347394,36614.576778361996,2
69417.7639045958,72307.01399553209,26,43280.61172721808,30686.688195065428,49,926.8722481513247,8449.139799452983,0
35194.05072513486,33152.83924148266,50,49185.756413444265,17129.556593579167,21,4844.80210448635,13122.750225315776,2
95937.87525968747,78551.91534914788,42,33259.702217184415,19270.051973282883,22,2319.1284660360075,29811.500218805384,1
76410.72250261916,40213.74750626641,31,16137.953291318538,9394.795252303798,46,4734.00403136102,33831.05616693049,0
59891.86472602606,30927.074941321956,28,12326.67723545887,10995.323523758463,24,3416.4182137872303,34996.015991570224,0
65054.8671610917,67381.91042854876,52,13411.149827380774,33957.4794189151,41,1577.7756623804025,19528.75118992264,2
47764.00561850109,59522.46653005257,58,5890.804625626447,25469.35210911087,49,1022.6823720938214,8126.89658021534,2
32295.78905510417,49891.742987188336,31,22580.694994367263,16813.63630593366,22,1588.301726502987,20322.351705486697,2
42037.54107861355,53321.81305625787,47,13614.245622479413,33099.792314844104,21,555.7853053871074,13075.710657246882,1
78206.14994179322,63152.10669633583,58,23524.495720551608,13628.196697329404,13,804.9530350823159,15191.875924881846,0
11295.413976678028,33707.284479877926,21,47074.749432744444,39161.14445100713,18,612.8361576977576,32029.364489312702,2
20446.537645622462,79780.03496340451,21,24374.309427823548,17068.61627111594,33,2172.423364333633,7643.4480109060405,1
14140.237781957749,78487.58972880698,45,44509.30236431757,16805.883395292964,35,3998.3340436621734,33965.34261182457,2
13665.592208707312,59019.54118081621,25,32247.71449771444,15916.916693784682,8,792.7794156600669,19968.418003845916,0
86991.45256099066,31972.547055748706,19,16120.919959762636,9273.903057350079,22,738.5701225444458,25862.237588520828,2
73329.20734420212,60813.69454587748,58,21013.46416666451,8889.800156620435,24,3252.8018526349206,8137.828093248765,0
52675.64461785927,24331.90453875055,63,8776.379111964325,27683.67620869432,47,1066.1966116435246,16807.567742504787,1
18805.074458590134,21839.150132348364,39,20005.816711820473,35629.13155953164,48,578.2891867340588,8139.532165519602,1
54245.428760514915,35460.97331067282,58,35489.342547659035,32668.21785950857,13,917.5580332073304,38654.03030083884,2
52612.45937025091,47757.37740435898,33,8244.999181824584,9938.76579074729,17,4626.283839796203,33254.157726418765,0
25588.168291901366,72096.35032450283,46,14243.06338151132,24095.374262722326,19,4125.209138603335,21087.146402476108,0
49046.648431417576,63630.14418597848,47,22164.846863599018,8695.7041091824,31,1834.9163555399612,12826.089191328489,0
45865.42609576361,64562.391271998866,29,49192.229165718316,6585.31252645771,19,3313.521759904225,37670.92868374483,2
65426.508824699486,45529.60006688452,52,40318.78203314961,27973.505078466853,32,2732.6508009733866,17060.88085044401,0
67158.42857808794,40756.099552817774,28,38006.90359214468,23730.33167881226,41,3417.9088910645632,10634.455109058115,0
14077.360879484007,42262.32577907616,63,10228.593043645069,7870.82898240148,23,3445.088647067521,24710.753595888422,0
43715.13531638241,79258.97382416346,38,40144.81521267461,6222.873624209596,30,3180.7966737939655,38032.094212068565,0
66327.39241428128,22406.55148474895,38,40337.09651822068,39641.47446932671,30,1403.8967058328121,5134.06016751129,2
55282.26327220789,72021.8897673469,22,32049.621303094773,6050.746625217515,29,291.1314617378088,13334.369513889957,2
87084.085706949,54720.524514343604,37,49566.280189926736,20558.48885675559,30,2332.2772317515332,37845.66741436427,0
69282.42684570505,46316.92515137543,54,19636.425766604836,22661.665861269346,30,4465.7720349844485,10988.008840000672,0
24664.09843732867,63515.45962490819,20,47357.260170883324,9104.805173015577,32,2890.536566741022,8963.520807393696,1
16351.187266038687,49200.13648548217,61,46162.90017304266,10917.162245390069,22,4178.716104339349,24956.552552993155,1
67817.73503856841,72405.39428489964,50,5516.629688722003,17313.175224362338,36,4958.959280510018,35164.533815319046,0
12386.017948745963,74042.11184067551,26,25255.243691366497,31658.655667478193,7,901.7194002775537,21698.843619287414,0
62719.8023146117,45303.25561240732,26,48969.690487320804,22747.884842109335,6,3489.7104317957132,39809.748983958365,1
94620.72172824618,36609.66783410309,21,9640.46130836341,27326.565609353653,37,3404.0385111301207,28771.00948382975,1
61792.676008829105,55541.01971560173,52,29650.311247249374,39481.109428173615,46,4901.781692055564,7592.621752365671,0
44935.29335858697,74741.80073700147,34,49053.087816849686,31880.19023596234,23,4929.443596368722,39749.12460886914,2
67895.93965981179,32639.731340339997,51,29997.294084763707,20202.652434942618,21,3464.725197448234,19276.298287306665,2
51242.7601442365,57377.99501380897,41,13541.688633747019,20625.467262879203,48,1293.7124807127518,15059.088684591889,0
59105.511038434146,57893.613205551235,49,31198.245354166538,26657.022696435175,37,4012.9236068399355,24525.771425225994,0
94731.83278988727,63986.78134491686,18,14199.825827729608,28287.78229466165,16,624.4427576340867,15650.76571373025,1
44749.23740206968,27894.06110763559,25,28386.69183025179,22524.882404283497,7,3925.426590440981,8026.012749205331,1
96507.15074415228,62949.497880925315,62,8331.899806055659,27570.1427985243,47,4559.961008309013,5049.992007771185,2
91481.55777604574,74541.95123993847,40,32246.720114648208,5823.637304493457,30,1975.8836343653327,20735.41735220918,0
27621.20213103668,30780.98653221452,64,28255.547260767118,20036.800236389543,39,3190.112945417094,34290.21977793073,1
16242.517078764891,34252.59949543266,57,38307.26159426584,14762.832662571687,12,2207.699387274449,25031.031497052678,2
19070.0201239684,78283.70564249837,29,33381.521202145326,9521.105583508863,40,2245.0487694418293,39972.25546302043,2
11639.964308639475,30858.617162569386,29,29732.28208388405,8484.12794830713,11,1620.8173566297883,15039.632597651998,2
18499.866468033557,71263.10560217475,63,36040.04821616545,26111.72579651336,40,3834.4351402065904,14815.927266601937,1
71470.60960747211,49536.67138688209,64,11477.386110750387,23326.01915034141,20,4687.265164415875,10591.231108188047,1
16406.97836142061,34833.86446419062,32,31791.184756637183,13875.44409487292,28,4709.67921024886,10742.225589286732,0
38707.80672643852,72244.99407635067,58,12744.977127024995,21483.252057038007,5,956.4282958871758,14981.530860351673,0
86038.77798725091,46718.31530015993,36,46648.49935333464,22228.13103138429,29,4386.243883317174,32749.40158457345,2
12094.474216224327,50889.04123578141,43,8075.034718052189,11825.314315351552,14,3713.4140629928984,36701.487672275674,2
83302.16343300421,41554.00216398594,46,24366.863736085696,27823.257165857773,20,1338.9032633824174,39128.050939768844,1
35366.929729605996,55577.05108609565,39,36310.88649449502,32332.177473513166,20,429.6946033154213,13130.137893375842,1
20634.83448594906,29811.432355101366,57,25610.999525071642,32701.223931133165,12,1413.186607733452,35845.41409649321,0
72706.34488277356,43464.89219910564,38,9144.286395480605,26086.444074620926,33,4569.820360229475,16488.928124706796,0
66604.85621018955,78164.73934011726,55,29902.05572570183,22907.35038816549,43,3202.5755069892843,8949.419058090954,0
88972.48121743476,35488.005962067655,37,33873.43589723096,7135.250005188822,32,3633.1678383995722,35450.8723932058,1
76156.39394234972,59404.19987247753,46,36670.653994572844,15074.095459806205,10,1360.0465204345696,27263.69721252665,2
82313.28373463637,39511.403853481694,21,21796.691650824152,8264.500637235946,20,3625.0019623166195,10765.581362837162,0
35383.111531417584,66408.38754119605,24,30364.698696294297,38733.81063074658,24,237.7953807618264,20044.094012955087,0
25969.558940175055,27852.41964310099,45,25280.89137225109,9727.805117901626,20,1939.0745942877677,15054.019320697367,1
77555.32764767724,78189.26270471269,45,35242.5217438514,10312.139344788571,11,3171.091407857423,30787.809904856895,0
82615.12653405376,47227.37248301836,21,31260.063529616833,36135.18164156722,45,815.8731711524691,20869.568071849382,2
99145.4627800606,34163.02780078784,39,28659.02988016107,38037.489921676024,18,4132.71751478998,39624.79807872347,1
47135.59092202839,24409.80483980076,29,16228.596507721188,31804.016373221846,47,1251.6533641784013,6916.074379085829,0
43481.62772135049,30185.474305252443,62,5090.833298670526,5189.1723285434455,30,3296.1774528103865,17425.534314768636,0
79877.16646677972,51186.43691336106,20,12833.675389014317,5047.11948347973,30,2085.4659986191155,21866.50584884921,1
40672.31862277161,40220.19058587718,39,10267.97186408759,18233.526942560777,18,3020.6136178404713,22609.674416191192,1
93768.15930432083,69733.00195295658,61,25208.813525492606,10018.83795038124,11,626.5077078816498,16057.753783497286,0
87257.14766587106,45853.25141970835,19,32551.616784283007,5643.514975305905,37,182.8727196158759,30523.40871841488,2
48609.46246375165,34922.8563552578,41,14588.825390816368,21242.334129157665,30,4556.865694163475,35616.14757211412,1
77578.39610123476,57028.6991962418,51,47257.56931852342,38007.166409244004,49,1421.1870429591957,37855.175569225205,2
77908.85866762142,62406.633013126746,44,5300.69581507495,16333.685121585098,24,4116.41731362425,33178.26818798341,0
19281.148195233935,30022.514474056992,58,39753.54568244043,28139.923745004377,7,4996.816472313781,34770.30690573098,2
91229.761601161,30057.15297729906,18,33134.2146288699,27828.237359635426,8,1136.0131641946646,24269.085521699843,0
55472.713520307145,22200.285616012578,25,21809.966047145685,13787.803628280872,30,1399.3366317984423,33906.08792493851,0
84381.17194969674,64184.120903938434,40,7272.002498558357,27764.883708835252,15,3348.0129594098617,15622.636820178328,0
38804.46409275506,59828.2716573083,55,33236.89573029257,12431.689100041194,6,4830.698309543044,18946.756673822503,0
90597.09056465804,48477.85254498883,23,22352.608078954163,9270.259475191117,18,4587.490306134645,16091.955483649052,2
45028.15108607468,70650.22693815183,39,47132.02127359486,29548.414994589155,48,2564.090048321366,21358.55674067739,0
10975.388633226852,68340.20917700318,42,29389.553370039466,8970.428598637085,34,3996.040384380951,14995.286568352272,0
91484.37787773373,55121.26186380513,35,47284.31800820787,39891.82265062744,16,765.1546801895151,38656.40047890564,2
18215.80091075202,72096.27683079551,34,14921.766206298684,11420.834040258025,30,4889.44710259966,15949.561980198385,1
38738.22738313734,32350.472602206093,29,37657.66596638465,25794.965196476012,48,4825.330846776334,8431.558833882893,2
95505.57703457244,26715.17716386367,23,32776.20593819265,19398.10999944063,37,902.2718936079377,23438.60081176447,2
95554.64322438005,36184.97669101938,43,38273.370342409034,9423.52478419835,17,1567.1733115352224,6998.4677455811725,2
61609.409931095746,23425.21136535889,44,14660.053878764156,5974.536765209469,18,590.759487783158,8869.010820800318,0
66865.34909528194,51870.17168006192,25,34924.75323069982,26795.629880249166,28,1431.4162346010805,12678.62862186862,0
50360.09697804878,76196.34153769769,36,27411.817687559105,33236.51473261941,38,4098.183368134512,21252.25874587496,0
36388.96945282581,22360.612440110577,59,38427.123870784235,34470.54815273604,48,1953.7464751097714,20163.78263081598,1
39579.809083292435,27326.594840601607,18,19717.0089868318,21894.971557692705,30,533.145139019116,32989.21517009769,0
70526.66104693346,47131.941697006114,46,45052.56614593636,32210.941351383495,25,1776.9050714166324,30881.612885943967,1
77713.7076493912,76032.50105167429,62,8793.559157510766,28549.649672099065,32,4908.7783377822725,19921.140289674546,0
81242.11393532637,38969.36629860503,52,41323.51934560346,30348.908462469662,40,3185.4496167700945,16679.647265147047,2
81065.63285150984,50434.08852130355,57,43759.383161679085,22240.965182763495,44,2139.188637390173,16076.407442152451,0
18208.54927438213,22494.371543023524,31,41776.354011506955,27169.41090847445,6,916.0387161366231,32089.828055290316,1
54497.82742323233,28900.59205772533,52,28072.687741779922,33193.406975162,46,4932.266306690104,6822.534217744441,1
15180.288401497986,79197.80737753081,62,24727.32410138426,18925.946144495807,13,4122.160145389331,5448.757732871204,0
59457.5994091362,77907.12178616272,37,49831.80289361945,33209.26153036543,27,1479.238782009505,32844.05371743268,2
49737.745123603934,20296.398856064578,30,15312.737804637296,25720.5894976172,19,443.3366090338283,21700.123159616727,0
89893.37644824699,77108.70712539434,55,29609.418464422008,10806.535852977519,17,377.46523115003436,9580.83984937516,0
41582.351129687086,58347.19626893002,63,35180.39864220465,5863.945502860462,27,689.8529325771158,13244.807710807545,0
20536.031478484525,72075.09767120134,25,36539.04361376444,17696.376013970323,21,2945.766059710666,37637.63835840839,2
22869.251384755225,47284.39133803155,60,14181.10995823604,24134.371490371894,6,4650.940763906912,35082.604146871425,1
78535.9568545725,50935.76171475502,37,34429.73415529105,34393.71232712209,24,2534.042797229324,29842.47675783904,2
65639.6256984635,49330.79481541521,50,41826.63049166018,9461.998804908617,24,4230.432864035366,21877.88306180643,1
19101.040851051122,60011.85545276626,43,7250.83595695005,33007.22216892527,7,2284.8444373130583,23211.3269166985,1
17569.612550349768,28379.075285378774,56,46018.458199639244,35205.316612352945,16,3572.0593742623437,39133.55873493855,1
73087.2218313208,21798.415392360675,38,6327.682481534267,10274.062045029183,44,3686.176412703854,38801.96553595005,2
16548.670572777417,38475.796495471455,59,21018.696461977746,34805.80117564766,6,952.4221589263594,12534.4166025042,0
83967.40533613205,62280.8457641988,60,5711.593830483293,39700.87487449772,40,1869.9586889814777,33388.65982068614,0
73561.80044408466,32111.207127376903,58,8471.532584281184,30439.359086688313,18,3222.7805670363173,11903.493315845588,0
17321.390257770978,60405.94599949504,26,46002.57283310356,32466.93886387458,20,446.4133801033943,12473.8117259383,0
17635.394267667274,78194.72276643623,41,20968.737383576652,39804.53436456057,23,1871.5469200384873,28663.256195760187,0
98797.56206510578,25634.042947365102,54,24114.71886912738,26191.84376840809,38,2720.517384777843,19175.038450564192,2
43684.37161805083,60356.12709350757,58,14690.497162214868,15776.02337056873,48,4981.500015918729,37604.05424872821,2
43357.79323602018,46625.01315827427,34,31869.30965840239,34313.57919266195,10,2425.21445684996,8115.3407213603095,2
83151.96105317523,72088.53526265032,41,31766.144660500533,26507.002212907093,17,4098.678109860186,22903.397428332257,2
95252.37196454729,30628.987366843154,38,21749.017632134866,25341.83983023348,40,2217.129696826427,37148.25356550924,2
98740.09574405837,61557.55713356987,56,19986.569231242927,13877.24444299134,26,4002.3145408365735,36643.97811678268,2
77804.03667330474,70286.9173788866,58,44823.39386812645,31471.69943540103,22,3017.532527938531,10478.522469550942,2
43863.36269778242,76676.85316844139,56,22247.79078389906,7858.354655103369,16,4444.317663361752,17832.319503375977,0
17515.06450288019,60994.88169737875,30,27207.544646948372,37350.04747781315,34,2113.6185065155387,26669.24900163437,1
79943.22243346932,49830.48584050564,28,17748.71430912188,16403.821126966966,44,3061.0916571252465,10578.820966999076,2
60256.382476222454,57070.83441207283,63,40404.62765107073,9472.112847649667,11,3187.0915350322543,38880.776021600854,1
48179.98083222786,72134.29906872309,36,22885.167060459124,20482.828658584658,36,2145.176414822319,37016.22650546811,2
91571.89465852623,54236.58479832978,28,28112.497094494604,6486.44682397866,23,807.1290140686594,10843.256266206421,2
20007.77340755362,21823.223581810213,30,16401.072652684765,28961.91679927382,10,558.4410938704442,9240.44114413449,0
54336.25938617732,75856.92173041866,63,49444.68165535633,36594.692865587465,24,181.6905979382022,7989.296898289285,1
11021.828029067716,61371.60506189367,62,18117.30834156753,34304.20524984781,31,4380.317894801552,36830.52824128209,0
52179.45777947136,60590.80314663479,18,39683.41389074983,9457.931570675839,47,1258.7270699696032,11776.833342841128,0
15067.294811365362,32940.50914386303,57,24237.30426605416,9419.489798770615,41,1136.3830714806634,19569.972499052416,1
20693.612464126472,59533.12821395943,61,14279.783228786295,33470.206881349244,11,3706.573462087721,20709.797797820105,0
20577.36220993944,43631.86433924951,36,40987.344378418755,37348.89961110905,9,1668.0789541282195,25965.386547474864,2
68428.92719044571,59073.97862248952,29,20012.30550630694,21123.44404417212,15,2579.6189928179992,7510.737031159873,2
77144.0391338881,26395.581818479444,25,43933.7006329015,22463.989091981806,19,896.3042199575358,12936.551609018057,2
62503.18885874437,59470.71827618216,25,46186.573321302036,16139.171448500407,7,4802.754035163649,37602.16354216241,2
96595.52936270877,79964.82354623999,62,43692.072592607416,36299.27913897449,9,4272.748860084463,36794.353754399934,2
43738.35215713336,22892.722331633362,29,6575.356166306255,27571.601685232457,27,4332.5691525285165,32345.172659199226,0
35714.08776536747,78630.45105327904,50,40431.80052522975,15088.805200857898,41,2093.1913680028256,5679.04359663754,0
88173.92153705143,44414.477643372236,62,23510.275992461473,15457.400486898807,13,3835.569947165147,16445.236897363575,2
30123.62546675074,72245.20702023554,43,44317.53140820013,36192.00255722608,19,804.9931614099228,26978.555737001774,2
96690.02854965502,66943.12904349642,56,33707.94182081324,5477.190836703751,7,142.23311269972336,14631.657412071649,0
11093.90272208347,54020.97565920007,45,42513.94103647813,16295.430045432344,33,197.8673696323378,36835.5343268822,1
97289.09440368752,64306.95255507959,22,27474.429644007592,24402.483842572918,10,2974.348513282346,27186.131164135466,0
13884.39207555185,72710.93367808088,25,29076.14770695198,10187.611173476362,21,2331.43503571491,7516.7351060755955,0
90202.8802328264,44248.41929906198,42,11497.443446015026,8223.456396985643,30,2638.2752096517465,36815.19560924961,0
57493.09981776699,39621.98969379433,44,40279.43114102099,33534.6715881696,25,136.56938804437507,38521.83303616779,0
99366.83165073703,60055.603133815086,63,23872.532525013725,36304.153602697756,12,2171.164436321386,7719.934643710392,0
16641.6908261859,68470.75651647552,40,27503.605322221218,33826.22472793663,25,3618.533989884218,23632.608220146023,1
59846.88559611887,65737.10808659694,47,40329.39713430684,36457.57614080717,15,2269.1991396404355,15617.749877495966,2
97237.2282057189,67868.81893151806,62,31948.043003574756,24358.918987043002,42,3687.874110929889,18749.367676849084,2
57078.80597531339,46134.99888877598,64,14049.442734920034,33429.034234661965,12,1241.7929255444903,11287.792628436966,1
66645.87743217363,69070.0529705013,40,31560.46966179017,18441.492343688515,46,4084.3958219604547,25232.523570434438,2
72617.38200861555,27212.543322236506,64,23343.47860908451,28319.375151766348,28,2983.3130782219164,38529.27736371117,2
50908.69582909959,52669.34587765097,37,26128.64939197382,39609.24359862076,39,1132.7391872065405,22607.541009506316,2
66480.22720756571,20345.519629887294,35,6274.007348120051,12900.47033436946,18,1259.9303316837813,7902.01034880684,1
62588.28807307902,39475.14979401622,35,14451.320728232673,18646.49112018782,18,3177.3492763907316,26700.046671709293,1
91104.22094418902,41987.692092283876,19,17646.71366214627,21801.658205852997,14,4166.7040067409725,16907.804805793996,2
14090.174230731209,43770.36149655533,21,37083.20035364626,9830.542045701812,16,2136.5761319428602,34957.38163569542,2
35286.68706330073,61728.03240139173,47,5517.161298415189,7836.351366276987,42,1365.6721027252017,20213.735191076456,2
95537.03356689028,43313.48607622074,50,23394.97675531094,34040.30032125686,48,4348.356873861942,11749.386312978597,0
90123.74055018247,46921.61735735184,53,46581.20916915798,39187.803048965514,38,3379.414629579091,11688.696794190073,0
51009.10775071417,34252.647852459646,35,10034.627744710573,19165.377234038053,45,2295.618887687075,31906.746325240612,0
65811.93380213832,42395.1074977604,54,28239.097469837496,8067.744266812864,14,2490.710956868579,14295.565940757597,1
34964.30646830194,33636.17763578909,36,40393.50720758812,7303.411624170177,21,1100.8566928883424,31853.168795572805,2
26930.904375138518,24391.755426106618,64,47413.90883840525,36196.13722261046,21,3171.332887317735,12206.055876830978,1
51732.856444598394,56206.91560288268,45,38604.94877901731,21233.4987404688,7,1857.8383016601542,16259.022904545829,1
41801.70052234475,60092.76791330097,57,37425.44968899828,16200.956079683718,35,4978.661365704312,21292.04403538948,1
62529.050066578486,57169.42076057687,37,42191.96405880931,21676.144493378983,5,2452.8992247832502,38011.85473927078,2
16996.117326848635,47809.642628034344,50,25079.054943989464,16140.643314232157,16,2480.8394703291046,37610.59986638386,0
97695.53268995498,42787.14681075379,29,41263.00396780249,22116.2521357667,43,2872.673758312292,12240.515639780073,2
98758.96700316426,71800.01897430951,32,5358.398213545301,35084.47389212779,8,4592.104415281859,17537.666443507547,2
72834.55426177706,51144.90710817308,58,46605.24749195622,25730.547987173348,46,4024.0086893127764,10228.978595882032,1
58248.67297097084,48750.91265778386,56,24948.79292827289,29312.88204835614,17,2310.537342009423,22849.4777759724,1
37857.485465769496,21538.52394838614,19,29902.10845395864,17763.473668201783,38,3621.6264032667004,21120.389274313333,1
83241.55177362538,40474.869657569376,46,16469.701201169704,30847.705747868156,46,2972.553944025732,36526.605685775634,0
71625.80552984914,42811.73712715143,58,38413.887477818964,28331.59797077803,25,2512.59853863612,37550.188222687546,0
24635.524541040217,43929.366853814034,27,8448.611291386196,9184.669921321976,26,1042.3472866433176,18424.858685255225,0
91983.44660444582,54810.34215363994,19,44268.611114607585,25042.49985904546,8,2373.2876909289653,22210.82800566463,2
84028.3518630852,52016.15280361271,28,42265.25730528543,13986.02237084153,22,1304.5110764106157,36368.26872011466,1
95481.99219627316,56474.30556760668,30,14722.705231014488,33143.34843717575,9,4582.726534273108,33234.77327107715,2
75314.7557549524,65892.9956925277,27,41419.59792283681,19907.819796342883,23,1743.4933861320999,5127.970897062724,0
65207.36763422109,68779.14432296561,31,40386.09798776667,39813.94578187705,6,4766.093671213524,16202.084746425387,1
